time,direction,bytes,latency,bps,duration,serverTime,responseSize,loadedLatencies
1773607520441,download,100000,81.3999999910593,3831900.668740496,209.3999999910593,-1,100300,94.29999999701977
1773607523180,download,100000,82.29999999701977,7562676.719438119,106.1000000089407,-1,100300,
1773607523369,download,100000,94.79999999701977,4515475.520464507,177.70000000298023,-1,100300,83.6000000089407
1773607523483,download,100000,79.90000000596046,7745173.745619352,103.59999999403954,-1,100300,84.20000000298023
1773607523663,download,100000,145.90000000596046,4717225.161421661,170.1000000089407,-1,100300,95.5
1773607523778,download,100000,84.69999998807907,7730250.4819175145,103.79999999701977,-1,100300,
1773607523944,download,100000,139,5146889.031725572,155.8999999910593,-1,100300,101.59999999403954
1773607524100,download,100000,123,5545266.068183171,144.69999998807907,-1,100300,117.69999998807907
1773607524219,download,100000,89.5,7388581.951509585,108.6000000089407,-1,100300,
1773607524343,download,100000,93.20000000298023,7094606.543256297,113.09999999403954,-1,100300,
1773607524698,download,1000000,115.40000000596046,23229027.57619739,344.5,-1,1000300,87
1773607525027,download,1000000,89.3999999910593,25196473.552110147,317.59999999403954,-1,1000300,81.59999999403954
1773607526622,download,1000000,138.79999999701977,5050744.761452383,1584.3999999910593,-1,1000300,363.79999999701977 84.79999999701977 108.90000000596046 93.59999999403954 87.8999999910593 81.6000000089407 84.79999999701977
1773607526874,download,1000000,96.59999999403954,33398998.33138178,239.59999999403954,-1,1000300,94.29999999701977
1773607527161,download,1000000,131.90000000596046,28983701.556468185,276.1000000089407,-1,1000300,85.5 83.29999999701977
1773607527405,download,1000000,93.40000000596046,34300900.12902796,233.29999999701977,-1,1000300,86.70000000298023
1773607527690,download,1000000,81.70000000298023,29291361.639504775,273.20000000298023,-1,1000300,
1773607528399,download,1000000,116.19999998807907,11469686.111705216,697.6999999880791,-1,1000300,438.5 91.90000000596046 84.59999999403954
1773607528644,upload,100000,233.1000000089407,3307280.9542181427,243.1000000089407,-1,381,89.5
1773607528722,upload,100000,65.3999999910593,10663129.974739201,75.3999999910593,-1,376,81.8999999910593
1773607528804,upload,100000,71.30000001192093,9889298.891538871,81.30000001192093,-1,382,
1773607528901,upload,100000,85.09999999403954,8454258.67560874,95.09999999403954,-1,380,
1773607528979,upload,100000,66.79999999701977,10468750.00040624,76.79999999701977,-1,381,96.70000000298023
1773607529062,upload,100000,71.79999999701977,9828850.856103815,81.79999999701977,-1,381,
1773607529140,upload,100000,66.59999999403954,10496083.551730568,76.59999999403954,-1,381,
1773607529219,upload,100000,67.5,10374193.548387095,77.5,-1,376,113.5
1773607535666,upload,1000000,607.7999999970198,13013920.362639664,617.7999999970198,-1,376,95.90000000596046 86.8999999910593 97.29999999701977
1773607535886,upload,1000000,206.40000000596046,37153419.592322305,216.40000000596046,-1,375,153.20000000298023
1773607536468,upload,1000000,569.8999999910593,13864459.389763677,579.8999999910593,-1,381,91.5 85.1000000089407 86.40000000596046
1773607536672,upload,1000000,190.5,40099750.62344139,200.5,-1,381,85.6000000089407
1773607536875,upload,1000000,190.09999999403954,40179910.04617436,200.09999999403954,-1,376,91.5
1773607537089,upload,1000000,201.1000000089407,38086215.06233767,211.1000000089407,-1,376,93.09999999403954
1773607538167,download,10000000,87.5,75021005.2519418,1066.3999999910593,-1,10000300,82.29999999701977 90.09999999403954 80 87.29999999701977 87.40000000596046
1773607539033,download,10000000,86.5,93679625.29274005,854,-1,10000300,80.79999999701977 94.69999998807907 78.5 85.40000000596046 88
1773607539952,download,10000000,145.20000000298023,88176347.40467629,907.2999999970198,-1,10000300,110.1000000089407 84.09999999403954 86.30000001192093 85.59999999403954
1773607540758,download,10000000,85.20000000298023,100771381.78536259,793.9000000059605,-1,10000300,363.20000000298023 85.79999999701977 83.59999999403954
1773607541583,download,10000000,90.20000000298023,98416041.33277574,812.9000000059605,-1,10000300,89.20000000298023 100.20000000298023 95.70000000298023 90.5
1773607542416,download,10000000,93.3999999910593,97385757.76019476,821.5,-1,10000300,100.80000001192093 91.6000000089407 87.20000000298023 94.40000000596046
1773607544043,upload,10000000,1605.300000011921,49774035.78245938,1615.300000011921,-1,381,90.5 83.59999999403954 85 87.70000000298023 88.5 364.3999999910593 80.20000000298023
1773607545435,upload,10000000,1371.2000000029802,58210251.95469628,1381.2000000029802,-1,376,112.59999999403954 79.79999999701977 89.3999999910593 81.8999999910593 89.20000000298023 79.8999999910593 86.20000000298023
1773607546680,upload,10000000,1223.7999999970198,65164532.33927232,1233.7999999970198,-1,381,97.90000000596046 119.70000000298023 88.5 90.40000000596046
1773607548003,upload,10000000,1302.5,61257142.85714284,1312.5,-1,376,368 113.90000000596046 85.90000000596046 92.1000000089407 115 84.29999999701977 109.79999999701977
1773607549871,download,25000000,94.30000001192093,107806382.0610601,1855.2000000029802,-1,25000300,90.20000000298023 82.29999999701977 85.20000000298023 81.6000000089407 82.29999999701977 95.1000000089407 353.70000000298023 89
1773607551750,download,25000000,99.40000000596046,107291668.90222602,1864.0999999940395,-1,25000300,107.70000000298023 360.6000000089407 148.59999999403954 86.09999999403954 93.1000000089407 83.80000001192093 90.1000000089407 79.8999999910593
1773607553514,download,25000000,105.70000000298023,114228339.7106169,1750.9000000059605,-1,25000300,88.09999999403954 80.20000000298023 94.3999999910593 384.20000000298023 360.09999999403954 86.79999999701977
1773607555293,download,25000000,89.70000000298023,113309387.57049197,1765.0999999940395,-1,25000300,107.70000000298023 90.29999999701977 363.5 83.59999999403954 86.79999999701977 99.40000000596046 180
